時間戳記,檔案版本,暱稱,縣市區,路名（區域）,數量,派送時間,發送狀況,備註,已整理過請打勾
2014/4/15 下午 9:45:48,服貿對看病有甚麼影響、服貿x醫療、為什麼要先立法再審查漫畫版,貓,高雄市三民區 ,水源路靠近正義路一帶,50~100,04/12~14/2014,趁晚上沒人時投遞信箱。會擴大範圍投遞信箱。,遇到好奇的阿姨，似乎是想了解服貿，卻跟我談起扁維拉的業障和台灣太自由產生的學運之亂，遇到9.2%，口拙只能趕緊溜了。,
2014/4/15 下午 9:58:59,監督條例民間版vs政府版,點點,台中市東區,建德街,29,2014/4/15,投信箱,"第一次發有點緊張，看到路人會自己心虛。會怕被路人或住戶關切。
因為還有事所以只有發少少的，再接再厲。
",
2014/4/15 下午 10:08:12,Bee140405+醫療三大問題,lovebee,台北市士林區,通河東街二段10巷.10巷5弄.20巷+承德路五段,100,4/15/2014,投信箱,路上遇到兩隻可愛流浪貓撒嬌，心情愉悅,
2014/4/15 下午 10:15:13,Bee140405,樺之帥,台北市大同區,大龍街、昌吉街、蘭州街,200,140415,,,
2014/4/15 下午 10:30:18,醫療,,中山區,中和路,100,04/14/2014,無異狀,,
2014/4/15 下午 10:31:45,兩岸監督條例比較,恰飛,新北市板橋區,漢生東路326巷2弄,50份左右,04/15/2014,遇到住戶剛好回家，不過他把我和我妹當成一般派報生，還說了辛苦了之類的話，小工廠內的阿姨有一直注意我們，不過還好，大致順利,,
2014/4/15 下午 10:33:03,監督條例比較,恰飛,新北市板橋區,民族路247巷9弄,50份,04/15/2014,大致順利,,
2014/4/15 下午 10:45:27,Bee140405,ayane,台北市文山區,興隆路三段192巷2弄(1~31號奇數、8號1樓、10號)興隆路三段192巷3衖(15~21號1樓),60,4/15/2014,順利!,,
2014/4/15 下午 10:55:01,"正面醫療版,背面漫畫圖解服貿",打針救台灣,新北市板橋區,"仁愛路,仁愛路86巷及73巷",200,04/15/2014,,,
2014/4/15 下午 11:37:53,Bee140405,,士林區,承德路四段301巷、福港街19巷、福港街37巷,100,04/15/14,,,
2014/4/15 下午 11:52:16,圖解服貿/服貿X醫療？,橘子醬,新北市板橋區,溪崑二街主幹道（不含分支巷弄）,約150份,2014/4/15,投入信箱,"1）一層兩戶的話，則同層發放兩種不同版本文宣，希望鄰居感情和睦會互相討論，交換文宣看
2）這一帶很多店家，店家我先跳過了
3）有警察巡邏",
2014/4/16 上午 12:03:22,服貿影響醫療版(有中山醫醫生連署的),gypsophy,台中市南區,愛國街、有恆街、忠孝路附近,480,4/13/2014,投信箱,無,
2014/4/16 上午 12:04:24,服貿與醫療非官方黑白版,Only mei,台中市,西區公益路與綠園道交叉口(勤美周邊),100,2014/4/12,完成，有些還主動拿取並願意幫忙發送。,,
2014/4/16 上午 12:06:11,先立法再審查-政院版與民間版比較,Only mei,臺中市,西區草悟道(勤美周邊) &西區樂群街(第五市場內),500,2014/4/12下午$,,,
2014/4/16 上午 6:36:05,先立法再審查+公民憲政會議,chia,基隆市,安樂路一段,75,4/16,住戶信箱投遞,,
2014/4/16 上午 6:35:06,服貿對看病有什麼影響+服貿應該簽,chia,基隆市,安樂路一段,75,4/16,住戶信箱投遞,後來觀察，都沒有被當下回收。,
2014/4/16 上午 6:38:41,服貿X醫療+服貿應該簽+先立法再審查,chia,基隆市,安樂路一段,46,4/16,"全家:中國時報X4.聯合報X6.蘋果自由各X10.其他報X4
7-11:中國時報X9.聯合報X9.其他報X4",,
2014/4/16 上午 6:41:37,反服貿=反開放?+服貿需要知道的原貌,chia,基隆市,安樂路一段,31,4/16,"王周刊
全家X25.7-11X6",本期內容也非常適合放中正一事件文宣。,
2014/4/16 上午 7:57:04,醫療版及一般版,陳胤中,台北市,東園街萬大路口到民和路 (三角形面積內全數發完,450,4/15/2014,"發送一小時半 
對折文宣1小時 
發送過程非常順利
",,
2014/4/16 上午 9:53:28,黑熊文宣(服貿Q&A),工蜂A+工蜂B,基隆,七堵火車站至崇信街、永富路,500,4/5/2014,"塞信箱、發送給路人，很快發完了。
有些美容院和漫畫店願意讓我們放傳單，飲料店則都不行。",加油!,
2014/4/16 上午 9:55:37,服貿對看病有什麼影響,Ariel Huang,新北市新莊區,捷運新莊站一號出口（中華路一段頭）開始，到中華路一段66巷兩邊的巷弄,60份,04/15/2014,第一次發臉皮薄，以塞信箱為主，今晚放了一些在新莊圖書館一樓，信箱塞了中華路一段頭到66巷，以及永寧街。,"第一次發還好沒遇到奇怪的人。
自我改進1:dm 紙質軟要先折三折才比較好塞。改進2:要有勇氣放店家。",
2014/4/16 下午 12:38:36,Bee140405+關於服貿你需知道的原貌,建工小蜜蜂,高雄市三民區,立人街-建工路-大昌路以內的區域,550,2014/04/13~16,投遞信箱，沒信箱或是有人在的就沒發了> <,"如果要投信箱的小蜜蜂，建議至少準備100份以上
不然一下子就發完了，投遞範圍太小很難發揮作用啊!",
2014/4/16 下午 2:49:59,Bee140409M+Bee140409v2,,新竹市東區,光復路一段89巷123號,50,4/15/2014,,,
2014/4/16 下午 2:53:52,Bee140409M+Bee140409v2,,新竹市東區,光復路一段89巷135號,50,4/14/2014,,,
2014/4/16 下午 5:12:02,服貿對看病有什麼影響 (單面)＆Bee140409監督條例版,ikeep,台中市大雅區,雅潭路＆神林南路路口週邊,180份,04/16/2014,"下午發送，2人分兩個路線半小時內就發完了。
",光明正大的派送，有的直接發給門外聊天的太太也可以。,
2014/4/16 下午 5:31:08,醫療版,人來蜂,宜蘭市,軍民路11巷,50,4/15/2014,放郵局，順利,,
2014/4/16 下午 5:32:57,"Bee140405,服貿 你服不服",凌嵐,新北市汐止區,伯爵街94、96巷,約莫356張,4/15、16/2014,一切順利，沒有任何意外,態度和善幾乎就不會有太大問題，有人詢問是甚麼就大方的說。不用太緊張自己嚇自己,
2014/4/16 下午 6:10:47,服貿對看病有什麼影響？https://docs.google.com/file/d/0B29F0JFwjEs_TmpQQ1MwSWREem8/edit,Eva,台北市,"中山北路七段140巷,154巷,114巷,82巷,14巷,天母東路69巷",200,2014/4/16,下午4點半開始投，30分鐘丟完200份信箱,有管理員的大樓就沒有投,
2014/4/16 下午 7:32:36,醫療版/5分鐘告訴你為什麼他們部當順民當刁民,,新北市三重區,仁政街/仁愛街,77,2014/4/16,,,
2014/4/16 下午 8:20:30,圖解兩岸協議監督條例,狗狗,台北市大安區,延吉民眾閱覽室,2,4/16/2014, 貼了彩色版“圖解服貿”和“圖解兩岸協議監督條例”在延吉民眾閱覽室的公佈欄。但不知何時會被撕掉ＱＱ,"貼的時候有點緊張XD
但就像網友說的：做對的事，不用怕
所以我會繼續找地方發送，小蜜蜂們加油！",
2014/4/16 下午 8:22:18,服貿對看病有什麼影響,Lisa,士林區,天玉街75巷~81巷、中山北路七段141巷7號~23號,100,4/16/2014,晚間投信箱，無與人接觸,,
2014/4/16 下午 9:18:10,bee140409 Bee140409M,linda,台北市內湖區,康樂街186巷到201巷,300,04/16/2014,,,
2014/4/16 下午 9:35:38,監督條例比較版&現行服貿影響醫療版,日生,台北市南港區,玉成公園周邊住家,各50,2014/4/15,"直接投信箱
玉成公園附近住得老人家蠻多的，大多都是投醫療版，監督條例版我是投自己家大樓的信箱(約40戶)
很快就投完了 很順利",,
2014/4/16 下午 9:37:55,Bee140409M醫療版+Bee140405B-W.pdf,阿j,台北市南港區,忠孝東路六段159巷到185巷整區,100份,20140416-20140418,好少南港的啊，印100份估計兩三天內發完，下次再印100份去忠孝醫院附近發，之後再印新版的房價和電信板。,這邊老公寓超多的~,
2014/4/16 下午 10:13:16,圖解服貿+服貿X醫療+監督條例政府v.s民間,橘子醬,新北市中正區,林森北路5巷&9巷,100,2014/4/16,投入信箱,"因為手頭文宣量不足,所以三個版本隨機發放,大樓有管理員的跳過",
2014/4/16 下午 10:36:59,快問快答，利＞弊,阿囧,新北市汐止區,水源路二段88巷1弄,20,04/16/2014,,,
2014/4/16 下午 10:39:54,服貿對看病有什麼影響,我印免錢啦,高雄市前鎮區,嘉陵街.天山路20巷.長江街的興東社區+光華二路家樂福門口,500,4/16/2014,下午4點半在光華二路家樂福前有許多機車停放，我放在機車籃內，約20分鐘。晚上8點半到國宅社區信箱在外面的大樓塞信箱，偶爾有人進出丟垃圾，我說[這是有關健保的，參考一下好嗎，謝謝]他們會拿，約30分鐘，塞得很爽。經過一家自助洗衣店，放了一些文宣在雜誌架上。,信箱有管理員控管的他只讓我放一些在公共的傳單區，不讓我塞信箱。不過我離開後就塞在汽車的雨刷上，挑沒有很多葉子在車上的那種，花20分鐘。我ptt帳號是honeyombd，有需要免費文宣的請mail我，繼續努力阿各位!,
2014/4/16 下午 10:57:56,醫療版,蜂蜂兒,台中市霧峰區,蘭生街,50,4/16/2014,印了兩百張，夜深了先選擇投住宅區信箱,,
2014/4/16 下午 11:38:17,bee140406,柔,新北市土城區,明峰街53巷、延吉街168巷,100,4/12/2014,投信箱,,
2014/4/16 下午 11:43:14,先立法後審察漫畫版 Bee140405,kuro,台北市士林區,社子街全線至延平北路交叉路口,約300,04/16/2014,,,
2014/4/17 上午 12:17:21,Bee140415C電信版,Yi-Ying Kuo,新北市中和區,興南路一段127-173號 / 93巷1-87號,75,04/17/2014,投入信箱,大半夜的路人不知道為什麼那麼多!!! 一開始很怕被路人看到，後來就完全不管了照投無誤。無遇到路人關切狀況，倒是看到這小區裡的守望相助會出動巡邏XD,
2014/4/17 上午 1:20:40,反服貿說明,rr,北市中正區,常德街到金山南路,120,4/16/14," 先對民眾發放  趁民眾在公車站等車的時刻 後來就轉到住戶信箱發放
今天在車站會拿我傳單的 年輕與老者一半一半囉","臺大醫院外的公車站發放 但有哥老人(大約60以上)對我說不應該包圍警局? 他說他反反服貿 是留美學財務金融經濟的澎湖人等等文宣上無關於反服貿的事件 他說他看中天
另一位老人來幫腔罵我幹您娘機掰 一位歐巴桑說他們出錢養學生 但其實是我們年輕人在幫他們老人背債 這些老人從新聞學到的訊息 然後扭曲的戰力很強 但我們沒有放棄發放!
總之它們都沒有針對服貿條文來問我 一講到內容像醫療的缺點 就扯別的事情 無法解釋啊XD",
2014/4/17 上午 1:20:56,醫療版與兩岸監督條例正反面黑白,ting lu lee,台北市信義區,信義路六段78號以東到林口街口兩側,100份,4/16/2014,"張貼各公寓樓下鄰里公布欄,以公布欄上面沒有任何其他張貼物優先張貼,若遇見該公寓大樓樓下鐵門為不銹鋼新門,則投信箱,遇信箱很滿則不投因為可能是空屋",一切都好 有擇點拍照存證,
2014/4/17 上午 2:13:17,小蜜蜂v20140405(單面),Chieh-yu,台北市大安區,北教大正門口前方住宅區,300,2014/04/15,塞信箱,無,
2014/4/17 上午 7:29:22,Bee140409M,Lysandre,臺北市大安區,泰順街50巷-師大路83巷-師大路80巷-浦城街16巷及周遭,約300份,04/16/2014,,,
2014/4/17 上午 11:22:51,"Bee140409,Bee140406",,台南市,麻豆國小、培文國小,150,4/13/2014,,,
2014/4/17 上午 11:24:43,大字醫療版,,台南市,永康廣護宮菜市場,80,2014/4/13，16:30-17:30,,,
2014/4/17 上午 11:25:13,醫療版,,台南市,海安路民權路口,400,2014/4/13，17:00~19:00,,,
2014/4/17 上午 11:26:27,"B140409, B140406",,台南市,開元路73巷附近,50,2014/04/13 22:00-23:00,,,
2014/4/17 上午 11:26:55,醫療版,,台南市,勝利路,30,2014/4/15 11:00-11:40,,,
2014/4/17 上午 11:27:38,兩岸監督條例彩漫,,台南市,市議會周圍停車場及家樂福,50,2014/4/15 18:00-18:40,,,
2014/4/17 上午 11:29:51,醫療文宣：「現行的服貿，讓看病成為最困難的大事」,,台南市,長榮路二段，長榮路二段32巷，東門路二段，林森路二段,500,"2014/4/15, 20:00-21:30",,,
2014/4/17 上午 11:31:43,什麼是兩岸協議監督條例,,台南市,台南永康中山南路高崗屋大樓,500,"2014/04/15,20:00-20:40",,,
2014/4/17 上午 11:32:19,醫療版,,台南市,崇明路東方紐約大樓,300,"2014/4/15,  17:00~18:00",,,
2014/4/17 上午 11:33:14,16格圖解/醫療單色單面(有圖),,台南市,大橋五街40號~街底,225,2014/4/16，09:00~09:45,,,
2014/4/17 上午 11:33:59,醫療版,,台南市,"友愛街,忠義路,永福路,中正路街區",50,"2014/4/16, 14:00~15:00",,,
2014/4/17 上午 11:35:21,醫療版,,台南市,勝利路,80,2014/4/16,,,
2014/4/17 上午 11:36:22,彩色條例+醫療傳單(二種),,台南市,永康區大橋三街261巷+中山南路195巷24弄,60,2014/4/16，21:00-21:30,,,
2014/4/17 上午 11:37:13,醫療傳單(二種),,台南市,台南市永康區東橋二街全部+中山南路319、347巷+東橋三路(至77巷),137,2014/4/16,,,
2014/4/17 上午 11:37:55,服貿對看病有甚麼影響(單面),,台南市,勝利街30巷,30,2014/4/16,,,
2014/4/17 下午 2:12:54,醫療+先立法再審查+服貿問題說明,chia,台北市,忠孝sogo後面巷子,50,4/16,,,
2014/4/17 下午 2:55:38,Bee140409/140409-M/140405/,Kate Lin,彰化縣溪湖鎮,大公路(溪湖星期三夜市),各100 ,04/16/2014,大致順利平和！發送給來逛夜市的民眾及停放的車輛夾在擋風玻璃上的雨刷，大概20、30分鐘就發完了。結論，發現其實100份根本不夠發，來逛夜市的車輛就超過100台了。,發完往回走去騎車，有發現3份被丟地上，我承認有點小難過，然後將文宣撿起來回收整理再利用。不過這種情形是可預知、可理解的，還好~還好，僅有3份不被接受。,
2014/4/17 下午 4:12:03,Bee140409M醫療版,艦長,桃園縣龍潭鄉,石管局眷村,30,4/15/2014,都是塞在信箱中，沒有遇到人，也不是很打算要發給眷村的人,狗很多，有時有人會走來走去，眷村很黑，下次可能還是要多幾個人去,
2014/4/17 下午 6:40:26,監督條例比較版&現行服貿醫療版,小we,新北市三重區,文化南路47巷,40,2014/4/16,,黑白版，住家附近信箱發送，狀況良好～,
2014/4/17 下午 8:23:21,監督條例比較版&現行服貿醫療版,阿銓,中和區,連城路469巷,50份,4/17/2014,發了大約15份，剛印完，明天把剩的發完,大家加油，我相信我們這個行為，一定會得到成功,
2014/4/17 下午 9:22:47,Bee140409,我清大人社沒上,彰化縣,員林鎮新生里福榮街109巷,20,4/17/2014,派送順利,,
2014/4/17 下午 9:46:13,Bee140405,Iris,台北市士林區,大南路285巷、承德路四段292巷、大南路四段428巷,100,17/04/2014,428巷那邊因為都是低矮的住家，經過的路人蠻多，所以發沒幾戶,希望下一版能針對印刷出版和言論自由多著墨一些,
2014/4/17 下午 10:37:27,兩岸監督條例,哇,中正區,"新生南路一段132,150,160巷",300,4/17/2014,,,
2014/4/17 下午 10:43:48,門打開，瞎郎顧厝?,Andrea Sung,臺北市中正區,幸福里，靠近北商的萊爾富附近之住宅區,222,4/17/2014,投信箱,無,
2014/4/17 下午 10:56:24,門打開，瞎郎顧厝?(監督條例比較老人版）,哇,中正區三愛里,"臨沂街57,59,61,63巷",500,4/17/2014,,"等門工人主動索取閱讀.
還有人出來遛狗手上拿出信箱裡的文宣邊看邊喊話支持！",
